variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__cough__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Cough | Yesterday",text,720f1c0991d757a553c0cdb0e9abd5486f4ae1b2e826c7f52cfbd5ac3888e49b7486f705cf58f6a8130c249a49d68c8b12b34c470f2c2dfea1c8c5cc06b181ad,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | 2 days ago",text,99afbc25debe85539637ee3de6476b3cc93cc593aa8c0b20b76a65508163f146b906c2a5e7113204f6c30c929e92d186e33ae48bc453ca4f720a0dc690635049,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | 2 days ago",text,d2fb07d4239338828dbb70fe1025c26e55d4a230b6867ddf869e4f559fa72e1050789aaab03111a9aadb61069a9086fa2effbc44e862cd76060a6ea0fe5d1369,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | 3 days ago",text,c2820a93a53549ce4dd6263868cfdc72026ca029ed3b426cc882b3f7bdc9deec80f5546e4ffe00e74d887bb1b0f1447201146152182291e48ea255a56b48679d,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | 3 days ago",text,cde9d0befbe17e308cba06d5b6ee1fb3c2bb7b3b2d986a83d8624580393ed7a7af3839e316d54e5d664e18faa135ad6d81d638078d2c9ca9adbe21db6f351c7b,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | 4 days ago",text,712d0f2b881cc58a8f996846d89551892655070e9edc40f55b82a409640ae7eee2ba18a481544de2655187c7be6ae1887a4549e60327403fd071047882bb5900,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | 4 days ago",text,edebd17cc7044fe57191bd754e986c5db2d4b3d4b1d54cf712e6fe594226b22b2c7c5370ac2f45d39461a78d11d09f7261fe3c075e0d0d2082b238cd1cc8c668,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | 5 days ago",text,bfb8576ec93976f7386d36bb61ce3421ca339facc0810f589b34085bb97585e936205caab399fc9289e19af9533ab9225b1b4a276e5f5caf184177c4b780e349,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | 5 days ago",text,e3a35606085fb4553360061ce9c2b154e534db5f9dacea234d9adb3a1ed586f058ff79f247c491aa24adf6f6e0db95f7220f23ef3e890266c77c42105346296b,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | 6 days ago",text,6477c68b93b21c5f0aa174946ac8baf8927ec22f1d059bbb8ab448cdbb4e59a866544ea18f24764d65d2d7d60673503b6b3349043224b1392adb58dccfd5d133,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | 6 days ago",text,80307146a83edcc001a4d5bd60d8de866dcda0923167fef24b5a1a64f4563d1dae82a81c08cc5db762f56719082e628f37c5ed1196f1e510e8d22f8d8a14380a,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | Today",text,659582d2a5f398667a7844afbf39b9b05b73abf683a08aadda478e1338bdfffaafb2679d8f07d8fa76185362bdbd1d6a6c13a529e5a3bd96fb63b3ed764e3e17,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | Today",text,aaa16726cb5d36759c8f035bb2282ce01cecb7bce32b600fb4cf89995b31c25df30c0e85040198ef4fa6d6f398dc48a29766e5ceab4890c4b9cd751f2fcb5a20,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | Yesterday",text,02bf9bf6cb64908eb95f9f9a05d28c8bf2ea108b69e7f6fd54f63a7bbf59c63ddff7ea08d85116071aa76f46d8e06640daa4f87ff991e8da4e0fd27f96e65fdb,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__diarrhea__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea | Yesterday",text,2992573e6995d228acaa49d022623915b6e0babf4300c1a41be484a0874b0345e6dcf2b32afa00ad287c631b19c72653a9fa368a9a4d0650e3321d84bfc583a2,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 2 days ago",text,4b570d202c02beddf064dc07d364989ea35f1b520fc05a18690e4469f2727d5e64e75a3633c4089efb065eccc1833f62c5306d4f86de5fb4cf2af44a80a00909,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 2 days ago",text,7a1e599a9e95beabfb51eec84852de2674f2afcf8918dc0318f98377edfd58a1ad27cf53fe4db6bfca01656eedcb7356d97c8989c3d920b4865427b72f4fce24,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 3 days ago",text,7a368e15802435c55a0d54b66f150a39d693508df13da086c9e0825e8ba69f1cf62a088cf5f85a2877f3f408d422bf7a33971922875c8fffe65f68c50f9c98a7,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 3 days ago",text,aca257b85957a0cf3ca96a787b09a02b4b2a4e036a4a1e1849bd4c7f74062bec326aa7a1cc7a38871b91621522bbcf42b13ea8f9ebe813ecd4dada7f4d466029,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 4 days ago",text,42da3f61569f5c2f89fab4aee5282c9adb6d4316bd2c53a4e7b37f13f14e44183ef4116040f118f523a0c47fcc40c29493e49f098fc661a53b6fb8b6029467f7,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 4 days ago",text,8982f5f57fbf4af18ded4b1ac8c4e29d08a6e6b4044a7fb28ddab79e1bb463f5d3b59a198c392a2476ce3c0d7403cfe415127a42713b2fac84d71f0727970200,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 5 days ago",text,00efe47a13c2f9ccf3a89540c047bd26a41f1b7031539b61c2b95a88a15c920fe72c76e243bff14b488b99f930343f8e403b0f00b0330a191569d60e3c0c7626,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 5 days ago",text,89b869171458c8d5bc0628f100da4cf72bc0effe7a01421bbb8fad7bac3fdd18abee11bb268375cdcb770cd664a5148ea5892f41ae485909903b36b3d960fdb9,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 6 days ago",text,7ccf2178973dacc977e9f86b116151473e5d82ea79e4d0ba4159e5d572080d5d22e4d32a3b6d05bdeededafdf243d91aac2571116f57558cdc110f2f3f624a2f,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 6 days ago",text,e487b8c0be78e1f1ef3ffe0607e9846ab4043d1e8e0cd34249ec53afca31c700e14287a088beb2ba26840bdcc63960c6e87630cc04233d84b3c99381d470eed1,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | Today",text,6ab4e2391b7e1b45b9ba9eaad4829a5e0b5963dff61109a9b54961ff5b667868844b96dbb6c46ca42922ae9c4c71e10bfe5281c8d98d23c4a648bdf7982cc467,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,today,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | Today",text,b0262df2027006374d906c0b9bf709f70df263de84fde418f7a675a340bd93e0482e50dce21481636e625dab72da34c6af27273e5b9c4b1c3b682426b74e443f,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,today,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | Yesterday",text,3914ae4cf2e72be85efeda1855fb5a1d0e9e7637d228c5b0e26f895803424c0a688a8fea8d6977ea8ee87bbb453fa44b89a034f26d044391d3b09bbdfd751ac3,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,yesterday,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | Yesterday",text,c9cc10ee660ebeaab364430f986a99ea9945dabadb01420491ad0c811767bf3b09856603369c2008395b2aa2fe2ec946526b355317236a90ff2db2d5a98582ae,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,yesterday,fatigue,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 2 days ago",text,51ae959d4f509fd67f5bbd8c7800eecfa32de1369f19023d2ef47a24557ef91efa3b1e08d2dec78f6ee7df49325e388165bd8e95cb0a30d27a6afa6a0aa3daa7,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"chill,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 2 days ago",text,708b87ecec529bc7099642a37722e526d0732bb110946fafbf080b44a87654cd96f842d5ffe7274190b3f081eda8f9b6354b234065b614ae33ab5e6d5eba68dd,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"chill,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 3 days ago",text,98b2885e7e8235b71b85db7d3fb1d0dce0fbaff04a8904957c4db583f99de76bc577c85f6b4230928add6e25eb047949686bdf976f26825bd121954cecdb6683,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"chill,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 3 days ago",text,c18afc181f85821c72ff0e570622e5934236382e6bbffd796997b2c46f2e006a4b1274d610b65345b7571c13d2b17d6bcd46f03188e9b10cc60fbc019982369a,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"chill,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 4 days ago",text,191cbaf2c69ca7d92630612be943b0f412a1e496f4dc0357b943d00a30239acef08f461573f8d96d73a27addb41264f199844a25907d6dc733e72cdcae8f661d,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"chill,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 4 days ago",text,c3f30986a0a3d07d9ee8f88f78b021b238ceabd172308e2a7df84878da6c8fd37731fa6788e389332c5bdb96d3298d4fbe16250bec77a9b0df680852443d5b2f,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"chill,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 5 days ago",text,3d2a170d606ceee85eaa99b4d5eca8a880d84585f43ca6a9b00ffff90436e6e64f7f96ff6dbc32952f6d2da135fd9f3dc1e21e2f4c7cb35d79d0b186449872e8,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"chill,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 5 days ago",text,f16dab46ae131dc08f4af0bdb940c26e43821bd434f3cf8344d54d499f36e6ba9b558c7b3ffadfe38e4d018e0b06f09b0f70db8fc367e593d2bf1f2496df97a5,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"chill,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 6 days ago",text,adffde70cb47d95c34054a46978b95a5316b41dc477873d1baaa10255d6f5fa08c63390e08cc3dd12d1cbe7a49a59723de37f2fb9de273b943c4f94c4fadf1eb,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"chill,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 6 days ago",text,ba047d65e9fd184e7e9c9eb6217603b001f1e88904d4ebc2e14b18f360afe2a5a0343b64ba2f985e55ee52f378b7adc8e14340e4210fc7e832fb42c532041bb5,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"chill,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | Today",text,3bc45b54f39be7d07b9947314d081b7cb17e7e5b97306f5880d93cf7316964b44bbb3180b88337ec4c72ac9f7189cc00f22aa51ef1b4e8586cc2160672a21aaa,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"chill,symptom,today,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | Today",text,7cfccf2e963cbcaf1d545b75c832b77b4f0f1d17c277fe672f804ba4b08c0954b96f135093ae2624d79ca10113f8fac603d616b8c41c277f6f0dc2f31c1b9261,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"chill,symptom,today,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | Yesterday",text,12cf2669aa205df1109e85dcb5d8f07cd4a4d8fc5689a0b1d2822ed5ae27a9ae67265e4a0414aeee0b9b383d5e8784edb83a8e5c8061362885a56f6ef2e3db67,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"chill,symptom,yesterday,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | Yesterday",text,f78205e626e17f6a6304517f64a5db19d6880068fd1c1e19356bfd417f0801c434d7df3dcdbaca2985541025a8ad327bb433ca88f31b28a3d9c1a43ab4a8803b,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"chill,symptom,yesterday,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 2 days ago",text,1227a265e824f5eda62f472d5f1db540606d56e8d648bcd8db5d3abaebc5bc83b543b4cabf94e7bce13377be61e85746f6a0c1cd5650e1abe3e9d50ab4518bc3,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 2 days ago",text,31cbe842b50225a18313bfd887e3b3fbc90a90731536dd3029e644b6afb107615abc9bae772983588819d7c7e4982a45bf8b56fd7ebddc3baa6a77081b2a62c5,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 3 days ago",text,92649e598bbfdf90ce2acbf4a451e653045abbaccad5cfe0449977ff277a02a3e197d32c0a56ce80a82c4bc6d53dc53c032a57bc990b59453916d10080d4cacd,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 3 days ago",text,a10aa591639ee2fe31ae07d7f3cc4aaf48a53b7757e9d2dc93fcf74964368e1338066a0b28579bcb9e736d87e812365109d75a540f5a977d67a6eb21b022376b,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
