Digest (variable_name|source_file|source_directory),variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
edda26f3aff55b6e0352f43202753ae8360b3da3fdb1c119dad9c8a9ee99e3e120a81b06c4a4d9ef6528dbe019b7892f641521b7f4c00d82c3745b80927ab81c,smoke,Smoke cigarettes,radio,,,"Do you now smoke cigarettes?

",,"1, Every day | 2, Some days | 3, Not at all | 4, DON'T KNOW | 5, REFUSED",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"smoke cigarette,cigarette",group73,"4f2f02,0.88"
c54f01a12a4ae1d83027a1836185fc949b84acc2eb55b0998a8e12650dce90464f2c787a28eafa2e9012ca9a5e7edd8871b4347d0773804b074a11af604f2f02,smoker_cur_stat,PX30604 |https://www.phenxtoolkit.org/protocols/view/30604|to https://www.cdc.gov/brfss/questionnaires/pdf-ques/2019-BRFSS-Questionnaire-508.pdf C09.01,,,,Do you now smoke cigarettes?,,"4, Every Day |3, Some Days | 1, Not at all | 98, Prefer not to answer | 99, Don't know",,,,,,,alcohol_and_tobacco,Alcohol and Tobacco/Nicotine Use,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"cigarette,protocol",group73,"a94673,0.71;7ab81c,0.88"
b726eaf233edf7cbbb432aab276a3710e8f70fb4528b2f1a66cf46cb87fc0f42fe943916695a976d66d357d556165cecd681c1c86d91f6bc21b5cfb155649501,sars_cov2_cl_95_lo,"Lower bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",float,,,,required,,,,,[units specified in 'sars_cov2_units'],,,,,,,,,,,,,,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty]",Either 'sars_cov2_std_error' or ('sars_cov2_cl_95_lo' and 'sars_cov2_cl_95_up') must have a non-empty value,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wastewater sample,sar,confidence interval,confidence limit,standard error",group74,"004f4e,1.0;b4a251,0.99"
e786a37ea25b5de5e618371ee8ea5b51a5daaa3c5bda5efe85b53db291f1bb3efc4430dc015acee263da7f8fc7bae2b532627c06f3ce634a837a09ce4ce7ec99,sars_cov2_cl_95_up,"Upper bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",float,,,,required,,,,,[units specified in 'sars_cov2_units'],,,,,,,,,,,,,,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty]",Either 'sars_cov2_std_error' or ('sars_cov2_cl_95_lo' and 'sars_cov2_cl_95_up') must have a non-empty value,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wastewater sample,sar,confidence interval,confidence limit,standard error",group74,"004f4e,0.99;b4a251,1.0"
024c6de0c247c6ccf6dca76a6936716ec2ac8da5bb1aa58d7715660d376fd5e32c7c9c5bc28ce798bbfb97663dba0d239d2819dcf527ca39ea2f91c2bf004f4e,sars_cov2_cl_95_lo,,,,,"Lower bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",,,,,,,,,,SARSCoV2 Quantification Method,float,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wastewater sample,sar,confidence interval,confidence limit,standard error",group74,"649501,1.0;e7ec99,0.99"
f100ee395f641955f9b676fe4f6304bb315499444c6d67bca7fd303500a6364182dd79117dfdb79227d8dc22341e85bc49a307865e63cec91905b35a55b4a251,sars_cov2_cl_95_up,,,,,"Upper bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",,,,,,,,,,SARSCoV2 Quantification Method,float,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wastewater sample,sar,confidence interval,confidence limit,standard error",group74,"649501,0.99;e7ec99,1.0"
0cf3ca2886da6925f1b6de699c4d71e97bf8b5dd528decaf72c6450e78612ffd2fe81fe03b7d1b3609226eda2f6bb3bfc5d865c85f7f93e85238edf05a0b8f1e,rec_eff_percent,,,,,"Percent of spiked recovery control, specified in 'rec_eff_target_name', that was recovered",,,,,,percent,,,,SARSCoV2 Quantification Method,float,"[float, greater than or equal to 0];
-1 (if not tested)",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"spiked recovery control,rec_eff_target_name,percent",group75,"67ff80,1.0"
d7bcbd2cedbe6b7580a04f822ab0b9b4ecf0043893d45b00850a7aa69b9d96012fe8d2540a8bab61b0596619cd87c71769c58295923b44ee25d5b75cde67ff80,rec_eff_percent,"Percent of spiked recovery control, specified in 'rec_eff_target_name', that was recovered",float,,,,required,,,,,percent,,,,,,,,,,,,,,"[greater than or equal to 0];
-1 (if not tested)",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"spiked recovery control,rec_eff_target_name,percent",group75,"0b8f1e,1.0"
828082d826eb6121b31a1867d03c605fd94605d9c141426f0a0ccef342e5343d7ec57362241942e00b6058fb8c3cef109fb93094e25388e61312b8899f08299e,flow_rate,"Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected. If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day.",float,,,,required,,,,,million gallons per day (mgd),,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]","If 'sample_matrix' is liquid sampled from flowing source [""raw wastewater"", ""post grit removal"", ""primary effluent"", ""secondary effluent""], then this must have a non-empty value (i.e., sludge samples are permitted empty values for this field); similarly, if 'sars_cov2_units' is on a per volume wastewater basis (e.g., copies/l wastewater), then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wastewater volumetric flow rate,sample,gallon,sample collection location,instantaneous flow measurement",group76,"c4e1ad,1.0"
12cf6f48b9459b91134e8f3bddb2051d0b2cf3c926aa7b8d03bf28c0d88072d17d4fc5bd138ff3022700522c2892da3505cf9a94e96b3a7f7ffae71fcdc4e1ad,flow_rate,,,,,"Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected. If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day.",,,,,,million gallons/day,,,,Sample,float,,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wastewater volumetric flow rate,sample,gallon,sample collection location,instantaneous flow measurement",group76,"08299e,1.0"
001538bfd56fd891eaadd4320d5d1dc0c17e724b297fe4c9eb47ad1c85f70dcfa0e5f5582c76d9126c0902cc0199ed7f1b8e17db8f2a75dd2c2b4c3c8dca9cb9,pasteurized,Was the sample pasteurized?,category,,,,not required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,sample,group77,"2238eb,1.0"
faf9f2ff3b80782daa3406e852e26514fdbb1aaefda4f1449bfbc52c195898c890d0e2e58425df1168bc165e255921ff85e73901851aad0ae92db130832238eb,pasteurized,,,,,Was the sample pasteurized?,,Yes | No,,,,,,,,Processing Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,sample,group77,"ca9cb9,1.0"
8ad97f9562f67c00f016442afa126bdcd750725b119ec9dfc5ec56ed73c3af77fb45d1837b506f26ae71b6e3d85d4cc1b908d4838b2514b0754b1574fad0ea2f,sample_matrix,Wastewater matrix from which the sample was collected,category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sample,wastewater matrix",group78,"0fc650,1.0"
b96e06cdda5573ccfdf9cc47d992cb6592a05188c4e8c2b58e690ede6ecd4a4bb0a4674c6cd76dccd3ea1063d7bc2f3dce9af2ed67992e9ade6ef4ebf10fc650,sample_matrix,,,,,Wastewater matrix from which the sample was collected,,,,,,,,,,Collection Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sample,wastewater matrix",group78,"d0ea2f,1.0"
df2e9c6f6bd42e1e97c5e0e9a3307739383e509c87165c29e5f178b0b971afa834e07eb10412a03dff968fbabbc848422e6b945ee9b1a66dbcc8bb5d527bc34a,sample_type,,,,,"Type of sample collected, whether grab or composite. If composite, also provide the duration of sampling and type of composite, as listed in the Value Set (e.g., ""24-hr flow-weighted composite""). A grab sample is defined as an individual sample collected without compositing or adding other samples, regardless of whether the sample matrix is liquid wastewater or sludge.",,24-hr flow-weighted composite | 12-hr flow-weighted composite | 8-hr flow-weighted composite | 6-hr flow-weighted composite | 3-hr flow-weighted composite | 24-hr time-weighted composite | 12-hr time-weighted composite | 8-hr time-weighted composite | 6-hr time-weighted composite | 3-hr time-weighted composite | 24-hr manual composite | 12-hr manual composite | 8-hr manual composite | 6-hr manual composite | 3-hr manual composite | grab,,,,,,,,Collection Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"individual sample,grab sample,sample,sample matrix",group79,"f262f3,1.0"
0bbc0c4a508888634ce0c3aee4af8594030af54f393cf8527dea828ecba69148b2d4e0c6410f496eea492d35a0207935b2ab4ed7859d3fd0adbf44145cf262f3,sample_type,"Type of sample collected, whether grab or composite. If composite, also provide the duration of sampling and type of composite, as listed in the Value Set (e.g., ""24-hr flow-weighted composite""). A grab sample is defined as an individual sample collected without compositing or adding other samples, regardless of whether the sample matrix is liquid wastewater or sludge.",category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"individual sample,grab sample,sample,sample matrix",group79,"7bc34a,1.0"
ee4ea8ca4ff8d65e57d8402af7f1a7ee3cfb15df3729819f97f45a386e925b8516f6852a284a7290f22f03f37021badd8849771700aa04dd59e8259f481219e0,solids_separation,"Process used to separate solid and liquid phases of the sample, either prior to or in the absence of the concentration method specified in 'concentration_method'",category,,,,not required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration method,sample,concentration_method,liquid phase,process",group80,"73523b,1.0"
933e210b59f8ab00c0d13a0298d7b56f76aafcd3b1e74a1be02de8929e7b6119fd84ff4fef89b8c02b784c60a2eedf4884b8f93dc51f05760045802a5e73523b,solids_separation,,,,,"Process used to separate solid and liquid phases of the sample, either prior to or in the absence of the concentration method specified in 'concentration_method'",,filtration | centrifugation | none,,,,,,,,Processing Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration method,sample,concentration_method,liquid phase,process",group80,"1219e0,1.0"
fbf0461773362c3380c7a549bc7fa7c7c5fd0d8583cbbfdde9d242d307d562cf4851e3f9f9669f0e46949c3339fdb9f6cb050111d463cc13b328b4cf5c920692,tot_conc_vol,,,,,Total volume of sample concentrated (if concentrated); this total volume is not necessarily assayed and is not necessarily equal to the value specified in 'equiv_sewage_amt',,,,,,ml,,,,Processing Method,float,"[float, greater than or equal to 0, unit: mL];
[empty]",,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"value,equiv_sewage_amt,sample,total volume",group81,"351e52,1.0"
9ff682b17cfd97d133e833acee279aa9a41c12a7eefd4a9898e23b97134e9e94818073efa24588c55893f9500b4211dfa7c7a92e99648263f54808c8b6351e52,tot_conc_vol,Total volume of sample concentrated (if concentrated); this total volume is not necessarily assayed and is not necessarily equal to the value specified in 'equiv_sewage_amt',float,,,,not required,,,,,ml,,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"value,equiv_sewage_amt,sample,total volume",group81,"920692,1.0"
864ed0f53c9e88bf1aecfe22ca7663347a00bc7d3e06deca28faf38cdbdff8b61761429d73c57db63d7d81ef73859e5e07b03db17b45bc1302f5c89aef0dc6fe,hum_frac_mic_conc,Concentration of microbial target specified in 'hum_frac_target_mic'; follow the same guidelines outline for 'sars_cov2_avg_conc',float,,,,not required,,,,,[units specified in 'hum_frac_mic_unit'],,,,,,,,,,,,,,"[float];
[empty]","If 'hum_frac_mic_unit' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration,guideline outline,hum_frac_target_mic,microbial target",group82,"b8c25d,1.0"
8f92e57947460d511128919d64a7dc11507e608f8d7ba0cfe637291e64bb8344e20706747609fbbc4069975f407e76e7a0cc7ce2b989117245d2d0f965b8c25d,hum_frac_mic_conc,,,,,Concentration of microbial target specified in 'hum_frac_target_mic'; follow the same guidelines outline for 'sars_cov2_avg_conc',,,,,,,,,,SARSCoV2 Quantification Method,float,[units specified in 'hum_frac_mic_unit'],,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration,guideline outline,hum_frac_target_mic,microbial target",group82,"0dc6fe,1.0"
8029fa50d57744e4fe6bedd558b0c3f56895db541410c83f91c461ed028155b0ec579c8b4bfee17785db78b4a00e7345fb1ed14760310ae053e8ca35ea4f0705,sars_cov2_avg_conc,"Concentration of SARS-CoV-2 back-calculated to unconcentrated sample basis; enter ""0"" if no amplification occurred, using the definition of amplification described in 'ntc_amplify'; otherwise, enter the estimated concentration; do not adjust for matrix recovery efficiency",float,,,,required,,,,,[units specified in 'sars_cov2_units'],,,,,,,,,,,,,,"[any float other than 0];
0 (if no amplification observed)",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration,amplification,sample basis,sar,matrix recovery efficiency",group83,"d87b38,1.0"
aef7310e782d7c7881667cdd5b314cb5d9115353e3d2d472857e6d1ccb679cadf35c1e89a1f0dae263782494bece1f326cdd17382d89f9f1c6c6efb66fd87b38,sars_cov2_avg_conc,,,,,"Concentration of SARS-CoV-2 back-calculated to unconcentrated sample basis; enter ""0"" if no amplification occurred, using the definition of amplification described in 'ntc_amplify'; otherwise, enter the estimated concentration; do not adjust for matrix recovery efficiency",,,,,,,,,,SARSCoV2 Quantification Method,float,"[any float other than 0];
0 (if no amplification observed) [units specified in 'sars_cov2_units']",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration,amplification,sample basis,sar,matrix recovery efficiency",group83,"4f0705,1.0"
cec49ec7eb1578de6cd0c242f6e5f51e0fc352d3d42a656840545e0c10f362a587c072802d7766b8992a8b092c5a82c4267f7efb270c8c1f322b35d081c66be4,sars_cov2_below_lod,,,,,Was the concentration of SARS-CoV-2 below the limit of detection?,,Yes | No,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration,sar,detection,limit",group84,"ca4a5e,1.0"
a1d00ecabd72d715ac0a2938177c2d7cc52df2b2c7483ae80792c9bb845eed9e91e1660c87460da2a1e4223421f8f9ad07a1807ba16aaf144f9e1b1878ca4a5e,sars_cov2_below_lod,Was the concentration of SARS-CoV-2 below the limit of detection?,category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration,sar,detection,limit",group84,"c66be4,1.0"
8aa42463e52be791b95b3e4a2b371e53564fe9604d03e2fd6df187404732f8e9fea960f245515f6475998e953eb735590b87b881d6e7009b704ead877796793e,conductivity,"Specific conductivity of wastewater sample (if sludge, conductivity of influent at time of collection)",float,,,,not required,,,,,microsiemens/cm,,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sludge,specific conductivity,wastewater sample,conductivity,influent",group85,"471475,1.0"
9db1a7e59bc6519a9038ae5d6fac8e0547e3cc3afacff3d8e165ffe74cf43fca0f41bca56c1539736ae8682d34eaaf5c6ad48f92ff55ce19aec802f51a471475,conductivity,,,,,"Specific conductivity of wastewater sample (if sludge, conductivity of influent at time of collection)",,,,,,microsiemens/cm,,,,Sample,float,,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sludge,specific conductivity,wastewater sample,conductivity,influent",group85,"96793e,1.0"
78d240373d9a848d2f2a47b3936d50fe4bcc7312ca37d9954bac559ca7fe2f8494800efe933f00c321982dec82843ce8ba4bf7df3744799587575416506218fe,equiv_sewage_amt,Equivalent unconcentrated volume of wastewater or mass of sludge in PCR reaction,float,,,,not required,,,,,ml wastewater or g sludge,,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sludge,equivalent unconcentrated volume,mass,pcr reaction,wastewater",group86,"e62b98,1.0"
f90b0bd0d8c4a7040e072c3e196e84b4a2f51ba337822166995efc36672bde70e4f78d02d37267a007c355e8a04e96d462a6f048f1d7a307bf85173bf8e62b98,equiv_sewage_amt,,,,,Equivalent unconcentrated volume of wastewater or mass of sludge in PCR reaction,,,,,,unit?,,,,Sample,float,mL wastewater or g sludge,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sludge,equivalent unconcentrated volume,mass,pcr reaction,wastewater",group86,"6218fe,1.0"
325d95c24f0eca30df6efba867813c12025b94277c318b7ead5a1102c9f5fac277f4c5368152217f6ed1ab7c9c6c4c86c91ef8ef5703342a6a01187b7fe994a9,sample_id,An ID assigned to a wastewater sample. It must be unique for this NWSS reporting jurisdiction. Wastewater samples that are split and measured by different labs should have the same sample ID but different lab IDs. Wastewater samples for which multiple SARS-CoV-2 PCR targets are measured should also have the same sample ID. Note: do not include PII in this field.,"jurisdiction id (a string 20 characters or less, containing only numbers, english alphabetic characters, underscores, and hyphens; white space is not allowed; not case sensitive)",,,,required,,,,,[none],,,,,,,,,,,,,,[sample id],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sample d,multiple sar,wastewater sample,different lab id",group87,"faaca1,0.98"
30190a6e298e4cccfd737e001c56aac7b82bea6f921fb75707aefed5ca45e1f95ee90eedd5e44c408358f23aa3034a0cc18736a7dfde49d444b1159a19faaca1,sample_id,,,,,An ID assigned to a wastewater sample. It must be unique for this NWSS reporting jurisdiction. Wastewater samples that are split and measured by different labs should have the same sample ID but different lab IDs. Wastewater samples for which multiple SARS-CoV-2 PCR targets are measured should also have the same sample ID.,,,,,,,,,,Sample,text,"ID (Internal ID to link a unique sample to lab results), jurisdiction id (a string 20 characters or less, containing only numbers, English alphabetic characters, underscores, and hyphens; white space is not allowed)",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"multiple sar,wastewater sample,different lab id,sample d,nwss reporting jurisdiction",group87,"e994a9,0.98"
d71ff0d187b0da49fa5709cbc680d9f7e1d5950badb6658945da66724d57f3687316a34d4c0b69fa3b9704ad391e8c65b66259c5bcc3ed14381b9436e963a57e,sars_cov2_std_error,"Standard error (SE) of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. If sample replicates are always performed, use SE of sample replicates; else, if processing replicates are always performed, use SE of processing replicates; else, if qPCR is performed, use SE of PCR replicates; else, if digital PCR is performed, use error from multiple replicates if available, and Poisson error if not",float,,,,required,,,,,[units specified in 'sars_cov2_units'],,,,,,,,,,,,,,"[greater than or equal to 0];
-1 (if cannot be calculated, such as when no amplification observed);
[empty]",Either 'sars_cov2_std_error' or ('sars_cov2_cl_95_lo' and 'sars_cov2_cl_95_up') must have a non-empty value,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wastewater sample,processing replicate,sample replicate,standard error,pcr replicate",group88,"546b9b,1.0"
129b516a3fc1073e2ce06e22570cb7a6ed5a38515e38628db183f3333e7f6487e984947cd1db1d4d8c349970e3df06e8dc6d387be64322628a39cf71be546b9b,sars_cov2_std_error,,,,,"Standard error (SE) of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. If sample replicates are always performed, use SE of sample replicates; else, if processing replicates are always performed, use SE of processing replicates; else, if qPCR is performed, use SE of PCR replicates; else, if digital PCR is performed, use error from multiple replicates if available, and Poisson error if not",,,,,,,,,,SARSCoV2 Quantification Method,float,"[greater than or equal to 0];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wastewater sample,processing replicate,sample replicate,standard error,pcr replicate",group88,"63a57e,1.0"
4e3bc762ff4efd6cc939a4b9ba9f0432a577fee26b8c19358bf4a3fb185b88dc8646598542d2202794b5dc28ceb584e2e1bf101f5fc99035e7ab8f955beb3950,zipcode,ZIP code in which this sampling site is located ,zip code (#####),,,,required,,,,,[none],,,,,,,,,,,,,,[ZIP code],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"site,zip code",group89,"8ecf5f,1.0"
3ade1a7ccbae98759a94eb4c5eef7d46c8cab13d5ba6c72b118da5fad3a64965b4a57c320dde74d93f9909e5af8fbd240a558ccbf74f1d922f9720959e8ecf5f,zipcode,,,,,ZIP code in which this sampling site is located,,,,,,,,,,Collection Site,text,,Zipcode,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"zip code,sample site",group89,"eb3950,1.0"
20682a7a2341024a04df27799fc6917920d458ae60e8fdc0829324c19f224420c8ac00a6d45ab59602051aea05622fea6844d2241f5d13328210c2bd88bb7bd3,county_names,,,,,"A pipe ""|"" separated list of names of all counties served by this sampling site (i.e., served by this wastewater treatment plant or, if 'sample_location' is ""upstream"", then by this upstream location)",,,,,,,,,,Collection Site,list,Use the county names from the US Census: https://www2.census.gov/programs-surveys/popest/geographies/2018/all-geocodes-v2018.xlsx,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sample site,sample_location,upstream location,wastewater treatment plant,pipe",group90,"e2259d,0.71;6ec400,0.81;e2c6b3,0.85"
6787975dbaf4479bb8a26572d0b35c65dd8ece215f493c49270092f6b857dd2e89b8a68dd1ad4cb8d79446df8695fbdb02969d62d659ebd3ca431c8dd1e2259d,other_jurisdiction,"Some geographic locations are not contained within a county or counties (e.g., independent cities). Use this field to specify names of jurisdictions that are not within a county that are served by this sampling site (i.e., served by this wastewater treatment plant or, if 'sample_location' is ""upstream"", then by this upstream location); list counties served in 'county_names'",list (comma-separated strings),,,,required,,,,,[none],,,,,,,,,,,,,,"[string];
[empty]",Either 'county_names' or 'other_jurisdiction' must have a non-empty value,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"county,county_name,list county,geographic location,sample_location",group90,"bb7bd3,0.71"
52f280f74f0493252c9b7c2a00b36f2078579290edd90e51a4cfe68365f4433ed09b7b8f4393b20bc1fca5c92a86211e79003ade887ccd43d964bee85a6ec400,population_served,"Estimated number of persons served by this sampling site (i.e., served by this wastewater treatment plant or, if 'sample_location' is ""upstream"", then by this upstream location)",integer,,,,required,,,,,[none],,,,,,,,,,,,,,[greater than or equal to 0],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sample site,sample_location,estimate number,upstream location,wastewater treatment plant",group90,"bb7bd3,0.81"
d12ae0964aab982131301a57bb8c5db51dfc8e02eaa84250107f1d70b5403447b9639579c41c76a2ad1d4f0bbcc99a6db2469c6497a7d8c81b5d4a52c4e2c6b3,county_names,"Names of all counties served by this sampling site (i.e., served by this wastewater treatment plant or, if 'sample_location' is ""upstream"", then by this upstream location); if there are cities/jurisdictions served that are not within a county (e.g., independent cities), list those in 'other_jurisdiction'",list (comma-separated strings),,,,required,,,,,[none],,,,,,,,,,,,,,"[string];
[empty]",Either 'county_names' or 'other_jurisdiction' must have a non-empty value,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"county,sample site,other_jurisdiction,sample_location,jurisdiction",group90,"bb7bd3,0.85"
ad283a6f05d0a2cf963cbf9cef784593b1620bb0d31dfe4686356ba8ea559ea67d5c271d2ed43d895c5d355b8ff79c4f4ddc12766fcbcf4d1471352f354b4a42,sample_location_specify,,,,,"If 'sample_location' is ""upstream"", specify the collection location in the wastewater system; an arbitrary name may be used if you do not wish to disclose the real name.",,,,,,,,,,Collection Site,text,"[string, length less than or equal to 40 characters];
[empty], If sample_location is ""upstream"", then this must have a non-empty value",,,,[sample_location] = 'upstream',,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"arbitrary,collection location,wastewater system,sample_location,real",group91,"654c7e,1.0"
26478b79ebd4e27e5addb8ca73e75751e3c8c6cd8e86e0144dacbe14fe3bb7c16456f22a6c64db142d4b5ebd49e48b43e21236fab0e001944a8fb90b6c654c7e,sample_location_specify,"If 'sample_location' is ""upstream"", specify the collection location in the wastewater system; an arbitrary name may be used if you do not wish to disclose the real name.",string,,,,required,,,,,[none],,,,,,,,,,,,,,"[string, length less than or equal to 40 characters];
[empty]","If sample_location is ""upstream"", then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"arbitrary,collection location,wastewater system,sample_location,real",group91,"4b4a42,1.0"
d039b0e374fd6f5050c433c63b6f45bf7656094ef6999998a85c401bafdc504541d8eb38f4c1815480c1de71e8f012c4dc4f06e442df84b9e289fccd7d46f44b,epaid,,,,,NPDES permit number for the wastewater treatment plant specified in 'wwtp_name',,,,,,,,,,WWTP,text,NPDES permit number (<2-letter abbreviation><#######>),,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wwtp_name,wastewater treatment plant,npde permit number",group92,"0c5faf,1.0"
