variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,DHT Prompt,DHT Variable,DHT Response Options,Merged Variable 1: Prompt,Merged Variable 1: Respone Options,Merged Variable 1: Variable,Merged Variable 2: Prompt,Merged Variable 2: Respone Options,Merged Variable 2: Variable,Merged Variable 3: Prompt,Merged Variable 3: Respone Options,Merged Variable 3: Variable,Merged Variable 4: Prompt,Merged Variable 4: Respone Options,Merged Variable 4: Variable,RADx-TECH Prompt,RADx-TECH Variable,RADx-TECH Response Options,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,RADx-UP Prompt,RADx-UP Variable,RADx-UP Reponse Options,CDE Reference,RADx-rad Prompt,RADx-rad Variable,RADx-rad Response Options,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
nih_immuno_compromised_solid_organ,,,d107f8a957103cfff39788e955dba732c16d78c6fdbbb93c693eed8c146589f8fd649696e83eff3789ac71a1ceaab3857fd6789f94ec3750deca1a7b1318e23d,,,immunocompromised from solid organ transplant,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,solid organ transplant,group178,"365955,1.0;2a40f5,1.0;1b1ba5,1.0"
nih_immuno_compromised_solid_organ,,,69be213412ef825d1b568229487d80853509d1ddfd547cb660bde9c2b23c0aff7e44d615da7e4a3b8cfebb6c043b74a287b824f2bed0cf8ab42326c5b81b1ba5,,,immunocompromised from solid organ transplant,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,solid organ transplant,group178,"365955,1.0;2a40f5,1.0;18e23d,1.0"
nih_ms,,,61de329ce8f0b5fa90d00f595513fcf19b587f4a441ee3be254b14fc51619f7fd1fdb9f0534d54b0737c81c43039ef65210ca1f0ca861aa2845fcf2ebc44037a,,,Multiple Sclerosis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,multiple sclerosis,group179,"12b671,1.0;ca74f0,1.0;db074a,1.0"
nih_ms,,,f1c608e104a326c8694c08730e4aa3138cabdd9416a6fb5e05de527b5b51b8fe388df1c3f382b60e54b073aa4ae5d97aec750325c03dd56c25e22ec05712b671,,,Multiple Sclerosis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,multiple sclerosis,group179,"44037a,1.0;ca74f0,1.0;db074a,1.0"
nih_ms,,,f479f01c9650fd122d04624cbde7f663b52206cfa48dfbbe7bc42853adfda875e1df58089e417bb63c1c0cb916ecbd480fe2c25adcc9d4b3cbb7c65defca74f0,,,Multiple Sclerosis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,Multiple Sclerosis,dht_ms,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,multiple sclerosis,group179,"44037a,1.0;12b671,1.0;db074a,1.0"
nih_ms,,,719ce0c57ca3bf3489a8113759b22b1f645af87dcec7440fd1ab5aa9130700d96c5e6c71e9c20869058877758f9d3380ffe2e09eab199d1c933c09134edb074a,,,Multiple Sclerosis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,multiple sclerosis,group179,"44037a,1.0;12b671,1.0;ca74f0,1.0"
nih_neurodegenerative,,,a405831bb8df6e01c67c0f2b34e61aea9f9971b62203a3161ad91a784e5768e2fc8a816b462e70a34219f03bfd88bf86359d06bcf1015a6280ae13f8001a8928,,,Neurodegenerative disease,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,neurodegenerative disease,group180,"cb1f6d,1.0;6a2247,1.0;e597ff,1.0"
nih_neurodegenerative,,,7865b7a0901bdd3f948c95ec960e3198d1692be67576f85b19c307d7b4f181e38122e8d737d000792e90cddc04752f7406829fd0c8b90d0d47bd5fdd97cb1f6d,,,Neurodegenerative disease,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,Neurodegenerative disease,dht_neurodegenerative,"0, No; 1:Yes; 98:Don't know; 99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,neurodegenerative disease,group180,"1a8928,1.0;6a2247,1.0;e597ff,1.0"
nih_neurodegenerative,,,17c20433f3a1eaa8910a8cd8edd12aab74f5d1ae51ea3eecd2c470b0d00d0cb86fdeb3521fae3f96191bd7df407b58be372e502707c460d14fb36830026a2247,,,Neurodegenerative disease,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,neurodegenerative disease,group180,"1a8928,1.0;cb1f6d,1.0;e597ff,1.0"
nih_neurodegenerative,,,d871b2c7ff5d203c4b3c58a229d4ccbbee302981ee9f4071915e0008380ad375228b72984d31a157c0b4c2ac9e3525081dc2d31a6027f0ab4ddb2845cbe597ff,,,Neurodegenerative disease,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,neurodegenerative disease,group180,"1a8928,1.0;cb1f6d,1.0;6a2247,1.0"
nih_osteoporosis,,,90d1ede317f472c016e70698e3e9f65338166333c4853b5b623785a5dda900b86ebd704b5ea336e8710339dc4d66231dd50cec5aec7df88833455baf9cbd181e,,,Osteoporosis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,osteoporosis,group181,"619138,1.0;3d0276,1.0;3c25be,1.0"
nih_osteoporosis,,,2c0487d4532a2c23a122fb3c5b362dd8d925fe7a23baab706761c4f350af0c93b575b6350ab2e8f775b5ab6d3f7d3fb0de210e7319ba5d1028d07c6632619138,,,Osteoporosis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,Osteoporosis,dht_osteoporosis,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,osteoporosis,group181,"bd181e,1.0;3d0276,1.0;3c25be,1.0"
nih_osteoporosis,,,fa045472179b9633dbb8207bba82f74604658a3dcd6024c65b89b129aed1c26e48ac5c54e0b2ba2ecdef60088ea4841d743043a0fb9c57d7d725f20c0e3d0276,,,Osteoporosis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,osteoporosis,group181,"bd181e,1.0;619138,1.0;3c25be,1.0"
nih_osteoporosis,,,01798a437ea15a543f694bbb23eb76bcef718b567f535639a176c25daaad6f88d0f8b1f5e13d9d56e1ee899efbc7984bff304522e88180592878d6d9ed3c25be,,,Osteoporosis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,osteoporosis,group181,"bd181e,1.0;619138,1.0;3d0276,1.0"
nih_pcos,,,37158bfc7936b2ecc32a3ab18445ef0f75ff4c7191482ac149341ae7624fe03a18eb8769e093fc3c6f2b752d858d972ac459d8616c15a32444ef808983fc3e89,,,Polycystic ovary syndrome,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,Polycystic ovary syndrome,dht_pcos,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,polycystic ovary syndrome,group182,"bd6de9,1.0;a423c4,1.0;7f372f,1.0"
nih_pcos,,,98ef139030f09b2a2612dafc1ccad3bbed0a972d7d7c9984f76d2ffc9942e095ad26c9e768ea26e0070467f9f381c41cc02349bd13ae5c9c6e5629d434bd6de9,,,Polycystic ovary syndrome,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,polycystic ovary syndrome,group182,"fc3e89,1.0;a423c4,1.0;7f372f,1.0"
nih_pcos,,,790fbc38ddef5540ccdd8b144a6093df408f89fef3727f827c33110f09e8a064960506f149c8abe017ae36c1748d666199b2b9223b4c2a337af90fdccfa423c4,,,Polycystic ovary syndrome,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,polycystic ovary syndrome,group182,"fc3e89,1.0;bd6de9,1.0;7f372f,1.0"
nih_pcos,,,9fcfd97c2a7f9b75d200f3d33ee714a484100445aeec118e36feef555bf650a57772ad6e5b9c4f7a3535b2f762af9b9d2da66749d9fd0f22a3b7862bc67f372f,,,Polycystic ovary syndrome,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,polycystic ovary syndrome,group182,"fc3e89,1.0;bd6de9,1.0;a423c4,1.0"
nih_psoriasis,,,3dc2ceb5acf4a9a6d387d48944e70e4151a14cd868c8259f17c550fa1bbac265df669905b262dc1abef3712aebb8429b57fb56fb96f771c1001dcdf64f06a6ac,,,Psoriasis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,psoriasis,group183,"1a22a3,1.0;e0ccc8,1.0;9887ef,1.0"
nih_psoriasis,,,409ef8e676479c84e53aa3c58e560b5fe9dc3fdedeb85e07c7fd58a7cf20f0b691695c171bd1180ff7116a25afe43f47ec3dfe9166e59f6e4707725a3f1a22a3,,,Psoriasis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,Psoriasis,dht_psoriasis,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,psoriasis,group183,"06a6ac,1.0;e0ccc8,1.0;9887ef,1.0"
nih_psoriasis,,,324df1335d994db50edbcac8cf8f8c22f1002c73f5caba5c8ac6081ecfb61f9be1b401232b9a61362ed2f7bbc56d477799c1a07b692c0f045e4e890acde0ccc8,,,Psoriasis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,psoriasis,group183,"06a6ac,1.0;1a22a3,1.0;9887ef,1.0"
