variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
smoker_cur_stat,PX30604 |https://www.phenxtoolkit.org/protocols/view/30604|to https://www.cdc.gov/brfss/questionnaires/pdf-ques/2019-BRFSS-Questionnaire-508.pdf C09.01,,,,Do you now smoke cigarettes?,,"4, Every Day |3, Some Days | 1, Not at all | 98, Prefer not to answer | 99, Don't know",,,,,,,alcohol_and_tobacco,Alcohol and Tobacco/Nicotine Use,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"protocol,cigarette",group73
smoke,Smoke cigarettes,radio,,,"Do you now smoke cigarettes?

",,"1, Every day | 2, Some days | 3, Not at all | 4, DON'T KNOW | 5, REFUSED",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"smoke cigarette,cigarette",group73
sars_cov2_cl_95_lo,,,,,"Lower bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",,,,,,,,,,SARSCoV2 Quantification Method,float,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"confidence limit,standard error,sar,confidence interval,wastewater sample",group74
sars_cov2_cl_95_up,"Upper bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",float,,,,required,,,,,[units specified in 'sars_cov2_units'],,,,,,,,,,,,,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty]",Either 'sars_cov2_std_error' or ('sars_cov2_cl_95_lo' and 'sars_cov2_cl_95_up') must have a non-empty value,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"confidence limit,standard error,sar,confidence interval,wastewater sample",group74
sars_cov2_cl_95_up,,,,,"Upper bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",,,,,,,,,,SARSCoV2 Quantification Method,float,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"confidence limit,standard error,sar,confidence interval,wastewater sample",group74
sars_cov2_cl_95_lo,"Lower bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",float,,,,required,,,,,[units specified in 'sars_cov2_units'],,,,,,,,,,,,,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty]",Either 'sars_cov2_std_error' or ('sars_cov2_cl_95_lo' and 'sars_cov2_cl_95_up') must have a non-empty value,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"confidence limit,standard error,sar,confidence interval,wastewater sample",group74
rec_eff_percent,"Percent of spiked recovery control, specified in 'rec_eff_target_name', that was recovered",float,,,,required,,,,,percent,,,,,,,,,,,,,"[greater than or equal to 0];
-1 (if not tested)",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"spiked recovery control,percent,rec_eff_target_name",group75
rec_eff_percent,,,,,"Percent of spiked recovery control, specified in 'rec_eff_target_name', that was recovered",,,,,,percent,,,,SARSCoV2 Quantification Method,float,"[float, greater than or equal to 0];
-1 (if not tested)",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"spiked recovery control,percent,rec_eff_target_name",group75
flow_rate,,,,,"Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected. If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day.",,,,,,million gallons/day,,,,Sample,float,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"instantaneous flow measurement,sample,gallon,wastewater volumetric flow rate,sample collection location",group76
flow_rate,"Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected. If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day. ",float,,,,required,,,,,million gallons per day (mgd),,,,,,,,,,,,,"[greater than or equal to 0];
[empty]","If 'sample_matrix' is liquid sampled from flowing source [""raw wastewater"", ""post grit removal"", ""primary effluent"", ""secondary effluent""], then this must have a non-empty value (i.e., sludge samples are permitted empty values for this field); similarly, if 'sars_cov2_units' is on a per volume wastewater basis (e.g., copies/l wastewater), then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"instantaneous flow measurement,sample,gallon,wastewater volumetric flow rate,sample collection location",group76
pasteurized,,,,,Was the sample pasteurized?,,Yes | No,,,,,,,,Processing Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,sample,group77
pasteurized,Was the sample pasteurized?,category,,,,not required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,sample,group77
sample_matrix,,,,,Wastewater matrix from which the sample was collected,,,,,,,,,,Collection Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sample,wastewater matrix",group78
sample_matrix,Wastewater matrix from which the sample was collected,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sample,wastewater matrix",group78
sample_type,,,,,"Type of sample collected, whether grab or composite. If composite, also provide the duration of sampling and type of composite, as listed in the Value Set (e.g., ""24-hr flow-weighted composite""). A grab sample is defined as an individual sample collected without compositing or adding other samples, regardless of whether the sample matrix is liquid wastewater or sludge.",,24-hr flow-weighted composite | 12-hr flow-weighted composite | 8-hr flow-weighted composite | 6-hr flow-weighted composite | 3-hr flow-weighted composite | 24-hr time-weighted composite | 12-hr time-weighted composite | 8-hr time-weighted composite | 6-hr time-weighted composite | 3-hr time-weighted composite | 24-hr manual composite | 12-hr manual composite | 8-hr manual composite | 6-hr manual composite | 3-hr manual composite | grab,,,,,,,,Collection Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sample matrix,sample,individual sample,grab sample",group79
sample_type,"Type of sample collected, whether grab or composite. If composite, also provide the duration of sampling and type of composite, as listed in the Value Set (e.g., ""24-hr flow-weighted composite""). A grab sample is defined as an individual sample collected without compositing or adding other samples, regardless of whether the sample matrix is liquid wastewater or sludge.",category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sample matrix,sample,individual sample,grab sample",group79
solids_separation,"Process used to separate solid and liquid phases of the sample, either prior to or in the absence of the concentration method specified in 'concentration_method'",category,,,,not required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"liquid phase,concentration_method,sample,process,concentration method",group80
solids_separation,,,,,"Process used to separate solid and liquid phases of the sample, either prior to or in the absence of the concentration method specified in 'concentration_method'",,filtration | centrifugation | none,,,,,,,,Processing Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"liquid phase,concentration_method,sample,process,concentration method",group80
tot_conc_vol,,,,,Total volume of sample concentrated (if concentrated); this total volume is not necessarily assayed and is not necessarily equal to the value specified in 'equiv_sewage_amt',,,,,,ml,,,,Processing Method,float,"[float, greater than or equal to 0, unit: mL];
[empty]",0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"value,sample,total volume,equiv_sewage_amt",group81
tot_conc_vol,Total volume of sample concentrated (if concentrated); this total volume is not necessarily assayed and is not necessarily equal to the value specified in 'equiv_sewage_amt',float,,,,not required,,,,,ml,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"value,sample,total volume,equiv_sewage_amt",group81
hum_frac_mic_conc,Concentration of microbial target specified in 'hum_frac_target_mic'; follow the same guidelines outline for 'sars_cov2_avg_conc',float,,,,not required,,,,,[units specified in 'hum_frac_mic_unit'],,,,,,,,,,,,,"[float];
[empty]","If 'hum_frac_mic_unit' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration,guideline outline,microbial target,hum_frac_target_mic",group82
hum_frac_mic_conc,,,,,Concentration of microbial target specified in 'hum_frac_target_mic'; follow the same guidelines outline for 'sars_cov2_avg_conc',,,,,,,,,,SARSCoV2 Quantification Method,float,[units specified in 'hum_frac_mic_unit'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration,guideline outline,microbial target,hum_frac_target_mic",group82
sars_cov2_avg_conc,,,,,"Concentration of SARS-CoV-2 back-calculated to unconcentrated sample basis; enter ""0"" if no amplification occurred, using the definition of amplification described in 'ntc_amplify'; otherwise, enter the estimated concentration; do not adjust for matrix recovery efficiency",,,,,,,,,,SARSCoV2 Quantification Method,float,"[any float other than 0];
0 (if no amplification observed) [units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sample basis,sar,amplification,concentration,matrix recovery efficiency",group83
sars_cov2_avg_conc,"Concentration of SARS-CoV-2 back-calculated to unconcentrated sample basis; enter ""0"" if no amplification occurred, using the definition of amplification described in 'ntc_amplify'; otherwise, enter the estimated concentration; do not adjust for matrix recovery efficiency",float,,,,required,,,,,[units specified in 'sars_cov2_units'],,,,,,,,,,,,,"[any float other than 0];
0 (if no amplification observed)",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sample basis,sar,amplification,concentration,matrix recovery efficiency",group83
sars_cov2_below_lod,Was the concentration of SARS-CoV-2 below the limit of detection?,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration,sar,limit,detection",group84
sars_cov2_below_lod,,,,,Was the concentration of SARS-CoV-2 below the limit of detection?,,Yes | No,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration,sar,limit,detection",group84
conductivity,"Specific conductivity of wastewater sample (if sludge, conductivity of influent at time of collection)",float,,,,not required,,,,,microsiemens/cm,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"conductivity,specific conductivity,wastewater sample,sludge,influent",group85
conductivity,,,,,"Specific conductivity of wastewater sample (if sludge, conductivity of influent at time of collection)",,,,,,microsiemens/cm,,,,Sample,float,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"conductivity,specific conductivity,wastewater sample,sludge,influent",group85
sample_id,An ID assigned to a wastewater sample. It must be unique for this NWSS reporting jurisdiction. Wastewater samples that are split and measured by different labs should have the same sample ID but different lab IDs. Wastewater samples for which multiple SARS-CoV-2 PCR targets are measured should also have the same sample ID. Note: do not include PII in this field.,"jurisdiction id (a string 20 characters or less, containing only numbers, english alphabetic characters, underscores, and hyphens; white space is not allowed; not case sensitive)",,,,required,,,,,[none],,,,,,,,,,,,,[sample id],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"multiple sar,sample d,different lab id,wastewater sample",group86
sample_id,,,,,An ID assigned to a wastewater sample. It must be unique for this NWSS reporting jurisdiction. Wastewater samples that are split and measured by different labs should have the same sample ID but different lab IDs. Wastewater samples for which multiple SARS-CoV-2 PCR targets are measured should also have the same sample ID.,,,,,,,,,,Sample,text,"ID (Internal ID to link a unique sample to lab results), jurisdiction id (a string 20 characters or less, containing only numbers, English alphabetic characters, underscores, and hyphens; white space is not allowed)",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"multiple sar,sample d,wastewater sample,nwss reporting jurisdiction,different lab id",group86
sars_cov2_std_error,"Standard error (SE) of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. If sample replicates are always performed, use SE of sample replicates; else, if processing replicates are always performed, use SE of processing replicates; else, if qPCR is performed, use SE of PCR replicates; else, if digital PCR is performed, use error from multiple replicates if available, and Poisson error if not",float,,,,required,,,,,[units specified in 'sars_cov2_units'],,,,,,,,,,,,,"[greater than or equal to 0];
-1 (if cannot be calculated, such as when no amplification observed);
[empty]",Either 'sars_cov2_std_error' or ('sars_cov2_cl_95_lo' and 'sars_cov2_cl_95_up') must have a non-empty value,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"processing replicate,standard error,pcr replicate,wastewater sample,sample replicate",group87
sars_cov2_std_error,,,,,"Standard error (SE) of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. If sample replicates are always performed, use SE of sample replicates; else, if processing replicates are always performed, use SE of processing replicates; else, if qPCR is performed, use SE of PCR replicates; else, if digital PCR is performed, use error from multiple replicates if available, and Poisson error if not",,,,,,,,,,SARSCoV2 Quantification Method,float,"[greater than or equal to 0];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"processing replicate,standard error,pcr replicate,wastewater sample,sample replicate",group87
equiv_sewage_amt,Equivalent unconcentrated volume of wastewater or mass of sludge in PCR reaction,float,,,,not required,,,,,ml wastewater or g sludge,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"equivalent unconcentrated volume,pcr reaction,mass,sludge,wastewater",group88
equiv_sewage_amt,,,,,Equivalent unconcentrated volume of wastewater or mass of sludge in PCR reaction,,,,,,unit?,,,,Sample,float,mL wastewater or g sludge,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"equivalent unconcentrated volume,pcr reaction,mass,sludge,wastewater",group88
zipcode,,zipcode,,,ZIP code in which this sampling site is located,,,,,,,,,,Collection Site,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sample site,zip code",group89
zipcode,ZIP code in which this sampling site is located ,zip code (#####),,,,required,,,,,[none],,,,,,,,,,,,,[ZIP code],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"site,zip code",group89
other_jurisdiction,"Some geographic locations are not contained within a county or counties (e.g., independent cities). Use this field to specify names of jurisdictions that are not within a county that are served by this sampling site (i.e., served by this wastewater treatment plant or, if 'sample_location' is ""upstream"", then by this upstream location); list counties served in 'county_names'",list (comma-separated strings),,,,required,,,,,[none],,,,,,,,,,,,,"[string];
[empty]",Either 'county_names' or 'other_jurisdiction' must have a non-empty value,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"county_name,county,geographic location,list county,sample_location",group90
population_served,"Estimated number of persons served by this sampling site (i.e., served by this wastewater treatment plant or, if 'sample_location' is ""upstream"", then by this upstream location)",integer,,,,required,,,,,[none],,,,,,,,,,,,,[greater than or equal to 0],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"upstream location,estimate number,wastewater treatment plant,sample site,sample_location",group90
county_names,"Names of all counties served by this sampling site (i.e., served by this wastewater treatment plant or, if 'sample_location' is ""upstream"", then by this upstream location); if there are cities/jurisdictions served that are not within a county (e.g., independent cities), list those in 'other_jurisdiction'",list (comma-separated strings),,,,required,,,,,[none],,,,,,,,,,,,,"[string];
[empty]",Either 'county_names' or 'other_jurisdiction' must have a non-empty value,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"county,sample site,sample_location,jurisdiction,other_jurisdiction",group90
county_names,,,,,"A pipe ""|"" separated list of names of all counties served by this sampling site (i.e., served by this wastewater treatment plant or, if 'sample_location' is ""upstream"", then by this upstream location)",,,,,,,,,,Collection Site,list,Use the county names from the US Census: https://www2.census.gov/programs-surveys/popest/geographies/2018/all-geocodes-v2018.xlsx,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"pipe,upstream location,wastewater treatment plant,sample site,sample_location",group90
epaid,NPDES permit number for the wastewater treatment plant specified in 'wwtp_name',npdes permit number (<2-letter abbreviation><#######>),,,,not required,,,,,[none],,,,,,,,,,,,,[NPDES permit number],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"npde permit number,wastewater treatment plant,wwtp_name",group91
epaid,,,,,NPDES permit number for the wastewater treatment plant specified in 'wwtp_name',,,,,,,,,,WWTP,text,NPDES permit number (<2-letter abbreviation><#######>),,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"npde permit number,wastewater treatment plant,wwtp_name",group91
industrial_input,Approximate average percentage of wastewater from industrial sources that is received by the wastewater treatment plant specified in 'wwtp_name',float,,,,not required,,,,,percent,,,,,,,,,,,,,"[0-100];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wwtp_name,approximate average percentage,industrial source,wastewater treatment plant,wastewater",group92
industrial_input,,,,,Approximate average percentage of wastewater from industrial sources that is received by the wastewater treatment plant specified in 'wwtp_name',,,,,,percent,,,,WWTP,float,,0,100,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wwtp_name,approximate average percentage,industrial source,wastewater treatment plant,wastewater",group92
sample_location,,,,,"Sample collection location in the wastewater system, whether at a wastewater treatment plant (or other community level treatment infrastructure such as community-scale septic) or upstream in the wastewater system",,"wwtp, A sampling location at a wastewater treatment plant or other community-scale treatment infrastructure specified in 'wwtp_name' | upstream, A sampling location other than ""wwtp""",,,,,,,,Collection Site,category,"If 'sample_location' is ""upstream"", specify in 'sample_location_specify'",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"community level treatment infrastructure,wastewater system,scale septic,wastewater treatment plant,sample collection location",group93
sample_location,"Sample collection location in the wastewater system, whether at a wastewater treatment plant (or other community level treatment infrastructure such as community-scale septic) or upstream in the wastewater system",category,,,,required,,,,,[none],,,,,,,,,,,,,"wwtp;
upstream","If 'sample_location' is ""upstream"", specify in 'sample_location_specify'",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"community level treatment infrastructure,wastewater system,scale septic,wastewater treatment plant,sample collection location",group93
stormwater_input,,,,,"Does the wastewater treatment plant specified in 'wwtp_name' treat water from a combined sewer system (i.e., a sewer system that collects both sewage and stormwater)?",,Yes | No,,,,,,,,WWTP,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"water,sewage,stormwater,wastewater treatment plant,sewer system",group94
stormwater_input,"Does the wastewater treatment plant specified in 'wwtp_name' treat water from a combined sewer system (i.e., a sewer system that collects both sewage and stormwater)?",category,,,,not required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"water,sewage,stormwater,wastewater treatment plant,sewer system",group94
wwtp_name,"The name of the Wastewater Treatment Plant (WWTP) to which this wastewater flows. If this wastewater does not flow to a WWTP,  specify an identifiable name for the septic or other treatment system to which this wastewater flows. An arbitrary name may be used if you do not wish to disclose the real name.",string,,,,required,,,,,[none],,,,,,,,,,,,,"[string, length less than or equal to 40 characters]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wwtp,wastewater treatment plant,wastewater,arbitrary,treatment system",group95
wwtp_name,,,,,"The name of the Wastewater Treatment Plant (WWTP) to which this wastewater flows. If this wastewater does not flow to a WWTP, specify an identifiable name for the septic or other treatment system to which this wastewater flows. An arbitrary name may be used if you do not wish to disclose the real name.",,,,,,,,,,WWTP,text,"[string, length less than or equal to 40 characters]",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wwtp,wastewater treatment plant,wastewater,arbitrary,treatment system",group95
sample_location_specify,"If 'sample_location' is ""upstream"", specify the collection location in the wastewater system; an arbitrary name may be used if you do not wish to disclose the real name.",string,,,,required,,,,,[none],,,,,,,,,,,,,"[string, length less than or equal to 40 characters];
[empty]","If sample_location is ""upstream"", then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"real,wastewater system,sample_location,collection location,arbitrary",group96
sample_location_specify,,,,,"If 'sample_location' is ""upstream"", specify the collection location in the wastewater system; an arbitrary name may be used if you do not wish to disclose the real name.",,,,,,,,,,Collection Site,text,"[string, length less than or equal to 40 characters];
[empty], If sample_location is ""upstream"", then this must have a non-empty value",,,[sample_location] = 'upstream',,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"real,wastewater system,sample_location,collection location,arbitrary",group96
received_flu_vaccine,,string,,,Did you receive the flu vaccine (sometimes called the flu shot) this season (September 2019 to today)?,,"['No', 'Yes', 'I dont know cant remember']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"season,flu shot,today,flu vaccine,september",group97
flu_vaccine_season_3,UPENN SURVEY,,,,Have you received a flu vaccine in the last 12 months?,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,vaccine_acceptance,Vaccination,radio,,,,"[flu_vaccinehistind_2] = ""1""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"flu vaccine,month,upenn survey",group97
inhibition_adjust,Was inhibition incorporated into the SARS-CoV-2 concentration calculation?,category,,,,required,,,,,[none],,,,,,,,,,,,,,"If 'inhibition_detect' is ""yes"", then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sar,inhibition",group98
inhibition_adjust,,,,,Was inhibition incorporated into the SARS-CoV-2 concentration calculation?,,Yes | No,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sar,inhibition",group98
lod_sewage,,,,,SARS-CoV-2 limit of detection back-calculated to unconcentrated sample basis,,,,,,,,,,SARSCoV2 Quantification Method,float,[units specified in 'sars_cov2_units'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sar,unconcentrated sample basis,detection",group99
lod_sewage,SARS-CoV-2 limit of detection back-calculated to unconcentrated sample basis,float,,,,required,,,,,[units specified in 'sars_cov2_units'],,,,,,,,,,,,,[float],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sar,unconcentrated sample basis,detection",group99
institution_type,"If this sample represents wastewater from a single institution, facility, or building, specify the institution type; otherwise, specify ""not institution specific""",category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"facility,single institution,institution,institution type,wastewater",group100
institution_type,,,,,"If this sample represents wastewater from a single institution, facility, or building, specify the institution type; otherwise, specify ""not institution specific""",,not institution specific | correctional | long term care - nursing home | long term care - assisted living | other long term care | short stay acute care hospital | long term acute care hospital | child day care | k12 | higher ed dorm | higher ed other | social services shelter | other residential building | ship | airplane,,,,,,,,Collection Site,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"facility,single institution,institution,institution type,wastewater",group100
tss,,,,,"Total suspended solids of raw (or, if unavailable, post-grit removal) wastewater",,,,,,mg/l,,,,Sample,float,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wastewater,solid",group101
tss,"Total suspended solids of raw (or, if unavailable, post-grit removal) wastewater ",float,,,,not required,,,,,mg/l,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wastewater,solid",group101
hispanic,,select one,Demographics Survey,5,"Are you of Hispanic, Latino or Spanish origin or ancestry?",true,"No;Yes: Mexican, Mexican American or Chicano;Yes: Puerto Rican;Yes: Cuban;Yes: Other or Mixed Hispanic, Latino or Spanish origin;Don't know;Prefer not to state",,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Demographics Survey.csv,RADx-DHT,"ancestry,latino,spanish origin",group102
race_ethn_hispanic_other,PX011901,,,,"Please specify other Hispanic, Latino, or Spanish origin. For example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc. ",,,,,,,,,sociodemographics,Demographics,text,,,,[race_ethn_hispanic_detail_2(4)]='1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"colombian,salvadoran,px011901,latino,spanish origin,ecuadorian",group102
ext_blank,Are extraction blanks included in the extraction process?,category,,,,not required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"extraction blank,extraction process",group103
ext_blank,,,,,Are extraction blanks included in the extraction process?,,Yes | No,,,,,,,,Processing Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"extraction blank,extraction process",group103
inhibition_detect,Was molecular inhibition detected?,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,molecular inhibition,group104
